id,region,year,policy,swb,ccs,hyd,oil,dac,lul,agriculture and forestry,oil and gas,mining,utilities,construction,manufacturing,transportation,services,direct air capture
124931,can,2030,netzero,low,high,ref,ref,no,low,379.104696,153.4112393,114.2601738,76.70263618,1841.235336,2108.807718,972.9394901,15505.63351,0
124994,can,2030,netzero,high,high,ref,ref,no,low,376.0830441,151.9019033,111.8887438,71.54458707,1792.832093,2049.072754,943.7268372,15275.58621,0
125057,can,2030,netzero,ref,high,low,ref,no,low,377.5739397,152.0863579,112.8450211,73.2160557,1804.677634,2076.512451,954.8326791,15365.52243,0
125120,can,2030,netzero,low,ref,low,ref,no,low,379.1290666,154.2302894,114.4037582,76.77634676,1844.460375,2111.38019,973.5117935,15514.15673,0
125183,can,2030,netzero,low,high,low,ref,no,low,379.0743859,153.4078524,114.2437506,76.72351069,1841.54418,2109.02405,973.0494432,15506.11642,0
125246,can,2030,netzero,high,high,low,ref,no,low,376.1059247,151.6604076,111.8506068,71.56687204,1791.453529,2049.111508,943.6590987,15275.00106,0
125309,can,2030,netzero,ref,high,high,ref,no,low,377.5940948,152.0619062,112.8415804,73.18218935,1804.043567,2076.262449,954.6135671,15364.79861,0
125372,can,2030,netzero,low,high,high,ref,no,low,379.1043956,153.4081169,114.2582393,76.69513438,1841.088832,2108.787632,972.8808494,15505.38003,0
125435,can,2030,netzero,high,high,high,ref,no,low,376.0848215,151.886828,111.8852386,71.5374236,1792.62369,2049.069016,943.6579002,15275.21739,0
125498,can,2030,netzero,ref,high,ref,ref,yes,low,377.5930229,152.0650448,112.8430896,73.18793189,1804.165197,2076.23651,954.6688959,15365.0862,0
125561,can,2030,netzero,low,high,ref,ref,yes,low,379.1045407,153.4111075,114.2600815,76.70285648,1841.235188,2108.804135,972.938809,15505.62992,0
125624,can,2030,netzero,high,high,ref,ref,yes,low,376.0687746,151.9170955,111.8879142,71.54424685,1792.890453,2049.037065,943.7080544,15275.49614,0
125687,can,2030,netzero,ref,high,low,ref,yes,low,377.5794878,152.0650729,112.8364484,73.21008897,1804.373703,2076.457178,954.8211,15365.83852,0
125750,can,2030,netzero,low,high,low,ref,yes,low,379.0769376,153.3951855,114.2407966,76.72462134,1841.301941,2108.709473,973.0080142,15505.96386,0
125813,can,2030,netzero,high,ref,low,ref,no,low,376.1186161,153.0667943,112.101319,71.59218673,1797.237167,2051.823331,945.6699876,15288.29416,0
125876,can,2030,netzero,high,high,low,ref,yes,low,376.0579796,151.9079071,111.8755172,71.56301935,1793.030548,2049.101272,943.8532134,15276.20347,0
125939,can,2030,netzero,ref,high,high,ref,yes,low,377.5939104,152.0622284,112.8415377,73.18216108,1804.051334,2076.259517,954.6150425,15364.79524,0
126002,can,2030,netzero,low,high,high,ref,yes,low,379.1038435,153.4123762,114.260487,76.69658188,1841.209502,2108.971513,972.9111569,15505.49803,0
126065,can,2030,netzero,high,high,high,ref,yes,low,376.0858679,151.8696604,111.881562,71.53701586,1792.561997,2049.146235,943.6526177,15275.16771,0
126128,can,2030,netzero,ref,ref,ref,low,no,low,386.6700221,104.1976028,119.8825438,73.20410274,1734.980103,2277.39244,973.581204,15501.2269,0
126191,can,2030,netzero,low,ref,ref,low,no,low,388.1264013,102.8835217,120.6041152,75.53602371,1755.335772,2315.018654,982.8453158,15583.57559,0
126254,can,2030,netzero,high,ref,ref,low,no,low,385.0077403,103.1646521,119.5594484,72.33236609,1732.296906,2268.90986,965.7746775,15436.50904,0
126317,can,2030,netzero,ref,ref,low,low,no,low,386.4242907,104.2694604,119.8512305,73.23140985,1735.965555,2287.248949,973.7478526,15502.1586,0
126380,can,2030,netzero,low,ref,low,low,no,low,388.1311489,102.8644175,120.5812017,75.54852965,1755.014888,2313.739563,982.7347678,15582.98733,0
126443,can,2030,netzero,high,ref,low,low,no,low,385.041447,103.0278421,119.5508946,72.35677641,1732.453057,2266.949455,965.889002,15437.21952,0
126506,can,2030,netzero,ref,ref,high,ref,no,low,377.7181667,153.2290196,113.1517861,73.22513359,1808.419375,2081.568752,956.7899631,15377.95353,0
126569,can,2030,netzero,ref,ref,high,low,no,low,386.450781,104.2332926,119.8594771,73.19995205,1735.430621,2286.667359,973.5577107,15501.71083,0
126632,can,2030,netzero,low,ref,high,low,no,low,388.1231347,102.9131535,120.6034195,75.53060286,1755.329621,2314.994762,982.834046,15583.481,0
126695,can,2030,netzero,high,ref,high,low,no,low,385.0001366,103.1907823,119.5563365,72.32278926,1732.149432,2269.044926,965.7069547,15436.23705,0
126758,can,2030,netzero,ref,ref,ref,low,yes,low,386.4227399,104.2060683,119.8566977,73.21235513,1735.494521,2287.68299,973.6110486,15502.03542,0
126821,can,2030,netzero,low,ref,ref,low,yes,low,388.1250537,102.8823827,120.6040709,75.53553896,1755.329745,2315.070942,982.8451536,15583.57715,0
126884,can,2030,netzero,high,ref,ref,low,yes,low,385.0041607,103.1704526,119.5592203,72.33285753,1732.307757,2268.984885,965.7796594,15436.56673,0
126947,can,2030,netzero,ref,ref,low,low,yes,low,386.5893758,104.1740414,119.8632483,73.22365066,1735.118566,2280.93725,973.6633783,15501.69933,0
